country,color,alcohol,grape,organic,price
Spain,Red,10%,Merlot,Yes,9.50
Chile,White,14.5%,Pinot Grigio,Yes,15.00
Italy,White,11%,Chenin Blanc,No,18.00
Italy,Red,10%,Merlot,No,10.50
New Zealand,Red,10.5%,Blend,No,18.00
Spain,Red,13%,Merlot,No,17.00
Spain,White,13%,Blend,Yes,6.25
Chile,White,13%,Chenin Blanc,No,4.50
Spain,Red,11.5%,Blend,Yes,7.50
Australia,Rosé,10%,Pinot Noir,Yes,11.00
USA,White,15%,Chenin Blanc,No,5.75
New Zealand,Red,12.5%,Cabernet Sauvignon,No,14.00
Spain,Rosé,10.5%,Cabernet Sauvignon,No,13.50
Italy,Red,11.5%,Merlot,Yes,13.00
Italy,Red,12%,Tempranillo,Yes,6.25
Spain,Red,13%,Cabernet Sauvignon,No,6.00
New Zealand,Red,11%,Tempranillo,No,9.50
USA,Rosé,11.5%,Cabernet Sauvignon,Yes,15.50
Australia,Rosé,10%,Merlot,Yes,7.25
Italy,Red,12.5%,Pinot Noir,Yes,15.00
USA,Rosé,13.5%,Pinot Noir,Yes,17.00
Spain,White,14.5%,Sauvignon Blanc,Yes,7.75
Italy,White,12.5%,Chenin Blanc,No,20.00
USA,White,12%,Chenin Blanc,No,19.00
Australia,White,14.5%,Pinot Grigio,No,18.00
South Africa,Rosé,12%,Tempranillo,Yes,6.50
Italy,Rosé,13%,Pinot Noir,No,19.00
Chile,Red,12%,Merlot,Yes,9.50
Spain,Rosé,14.5%,Tempranillo,No,17.00
USA,Rosé,12%,Pinot Noir,No,10.00
New Zealand,Rosé,14%,Malbec,Yes,15.00
Chile,Rosé,10%,Merlot,No,17.00
Australia,Red,13.5%,Blend,No,7.50
Australia,White,14.5%,Sauvignon Blanc,Yes,16.50
Italy,White,11.5%,Chardonnay,No,8.75
France,Red,12%,Merlot,No,12.00
Chile,White,11%,Chardonnay,Yes,15.50
South Africa,White,12.5%,Chenin Blanc,No,16.50
New Zealand,White,12%,Chenin Blanc,No,5.00
USA,Rosé,13%,Pinot Noir,No,17.00
Australia,Rosé,11.5%,Malbec,No,16.50
Spain,Rosé,13%,Merlot,No,9.00
Australia,Red,14.5%,Malbec,Yes,15.00
France,Rosé,12%,Blend,No,14.00
Italy,White,15%,Chenin Blanc,No,12.00
USA,Red,10%,Tempranillo,Yes,8.00
USA,Red,13%,Tempranillo,Yes,15.00
USA,White,14%,Sauvignon Blanc,No,6.00
Spain,White,12.5%,Chenin Blanc,No,10.00
South Africa,Rosé,13%,Malbec,No,7.25
Spain,White,14.5%,Pinot Grigio,No,16.50
Italy,White,14%,Blend,No,5.75
USA,Rosé,13%,Malbec,Yes,19.00
South Africa,White,12.5%,Sauvignon Blanc,No,16.00
New Zealand,White,10.5%,Chardonnay,No,13.00
New Zealand,Red,13%,Malbec,Yes,17.50
South Africa,Red,14%,Merlot,Yes,8.50
South Africa,White,12%,Sauvignon Blanc,Yes,12.00
Spain,White,11%,Chardonnay,No,9.00
USA,White,14.5%,Blend,Yes,15.00
USA,Rosé,11%,Blend,No,13.50
USA,Rosé,14%,Pinot Noir,Yes,17.50
Chile,Red,11.5%,Blend,Yes,15.00
Australia,Red,12%,Tempranillo,Yes,18.00
New Zealand,White,10.5%,Pinot Grigio,Yes,5.00
USA,White,10%,Sauvignon Blanc,Yes,5.75
Australia,Red,10%,Merlot,No,10.00
Italy,Red,11.5%,Cabernet Sauvignon,No,6.50
USA,Red,13.5%,Malbec,Yes,8.50
Chile,Red,11%,Merlot,No,8.50
France,Rosé,14.5%,Malbec,Yes,10.50
USA,Rosé,13.5%,Merlot,Yes,14.00
Spain,White,13.5%,Pinot Grigio,No,7.75
New Zealand,Rosé,15%,Tempranillo,Yes,12.00
France,Red,11.5%,Pinot Noir,Yes,7.75
South Africa,Rosé,15%,Cabernet Sauvignon,Yes,5.75
South Africa,Red,10.5%,Tempranillo,Yes,4.50
Italy,Red,13.5%,Malbec,No,4.50
New Zealand,Rosé,10%,Blend,No,20.00
Australia,White,11.5%,Sauvignon Blanc,No,18.00
New Zealand,Red,14.5%,Merlot,Yes,6.25
New Zealand,White,14.5%,Sauvignon Blanc,Yes,6.25
New Zealand,Rosé,11.5%,Malbec,Yes,8.00
Australia,White,12.5%,Pinot Grigio,Yes,17.50
Chile,Rosé,10%,Cabernet Sauvignon,No,11.00
South Africa,White,12.5%,Chardonnay,No,9.50
France,White,13.5%,Pinot Grigio,No,6.00
Chile,Rosé,13.5%,Merlot,Yes,13.50
Chile,Red,11%,Malbec,Yes,13.50
Spain,White,14%,Blend,Yes,6.50
France,White,12%,Chardonnay,No,16.00
Chile,White,10%,Chardonnay,No,13.50
Chile,Rosé,10.5%,Pinot Noir,Yes,5.75
USA,White,14.5%,Chenin Blanc,No,7.00
USA,Red,14%,Merlot,No,5.75
New Zealand,White,13.5%,Chardonnay,No,11.00
South Africa,Rosé,11.5%,Tempranillo,No,20.00
USA,Red,14%,Pinot Noir,No,13.50
Australia,Red,10%,Blend,No,17.50
USA,Rosé,14.5%,Pinot Noir,No,20.00
Chile,Red,14.5%,Cabernet Sauvignon,Yes,9.00
USA,Rosé,12.5%,Tempranillo,No,6.00
Spain,White,13%,Chenin Blanc,Yes,20.00
France,Red,11%,Tempranillo,No,14.00
New Zealand,Rosé,14.5%,Merlot,No,17.50
South Africa,Rosé,12%,Tempranillo,Yes,7.75
Chile,Rosé,13%,Malbec,Yes,10.00
Italy,Rosé,12.5%,Cabernet Sauvignon,Yes,6.75
South Africa,Red,10.5%,Pinot Noir,No,8.50
France,Rosé,12%,Blend,No,10.50
South Africa,Red,10%,Merlot,No,9.50
Australia,Red,13.5%,Cabernet Sauvignon,Yes,4.00
New Zealand,Red,10%,Tempranillo,No,19.00
Chile,White,10.5%,Chardonnay,Yes,9.00
Italy,White,12.5%,Chenin Blanc,Yes,9.50
France,Red,10%,Malbec,No,13.00
Australia,Rosé,10.5%,Blend,No,14.00
Italy,Red,14%,Merlot,Yes,5.00
Italy,White,11%,Blend,No,17.50
South Africa,Red,10%,Blend,No,7.00
South Africa,Rosé,15%,Malbec,Yes,6.00
Spain,Rosé,10.5%,Merlot,Yes,5.75
Australia,Red,15%,Cabernet Sauvignon,No,7.75
USA,Rosé,14.5%,Pinot Noir,No,5.75
Chile,Rosé,11%,Merlot,Yes,17.50
France,Red,13%,Tempranillo,No,8.75
Italy,Rosé,14.5%,Tempranillo,Yes,13.50
New Zealand,Rosé,12.5%,Cabernet Sauvignon,Yes,13.00
Spain,Rosé,11%,Cabernet Sauvignon,Yes,12.00
France,White,11%,Chenin Blanc,Yes,7.50
USA,Red,10%,Pinot Noir,Yes,5.75
New Zealand,Rosé,15%,Merlot,No,11.00
New Zealand,Red,11%,Merlot,No,7.75
USA,Red,10.5%,Malbec,Yes,10.00
South Africa,Rosé,11.5%,Pinot Noir,No,12.00
USA,Rosé,10.5%,Merlot,No,7.25
Spain,Rosé,12.5%,Blend,Yes,6.00
USA,Red,14.5%,Blend,No,19.00
South Africa,White,10%,Sauvignon Blanc,No,6.00
Chile,Rosé,13.5%,Blend,Yes,8.50
Italy,Red,12.5%,Malbec,Yes,6.75
Spain,Red,13%,Tempranillo,Yes,9.00
Chile,Rosé,11%,Merlot,Yes,12.00
Spain,Red,12%,Blend,Yes,16.00
Chile,White,15%,Sauvignon Blanc,Yes,8.00
New Zealand,White,10%,Chenin Blanc,No,7.50
South Africa,Rosé,14.5%,Merlot,Yes,5.75
South Africa,White,10%,Pinot Grigio,Yes,17.00
Spain,Red,12.5%,Tempranillo,No,15.50
USA,White,13%,Pinot Grigio,Yes,18.00
South Africa,White,12%,Pinot Grigio,No,9.00
USA,White,10.5%,Chardonnay,No,19.00
Australia,Rosé,14.5%,Tempranillo,Yes,6.25
France,Rosé,11.5%,Cabernet Sauvignon,No,4.00
Italy,Rosé,10%,Blend,Yes,17.50
Chile,White,14%,Chardonnay,No,7.75
Australia,Red,13.5%,Pinot Noir,Yes,10.00
USA,Red,12.5%,Pinot Noir,No,11.00
France,Rosé,12%,Tempranillo,No,6.50
USA,Red,12%,Tempranillo,No,19.50
USA,Red,11.5%,Cabernet Sauvignon,Yes,12.00
Australia,Rosé,15%,Tempranillo,Yes,5.75
France,White,15%,Chenin Blanc,Yes,11.00
South Africa,Rosé,11%,Malbec,Yes,5.75
Spain,Rosé,12.5%,Cabernet Sauvignon,No,6.25
Spain,White,14.5%,Chardonnay,Yes,6.25
Italy,Red,11.5%,Cabernet Sauvignon,No,8.00
South Africa,White,10%,Pinot Grigio,Yes,19.50
Chile,White,11.5%,Chenin Blanc,Yes,15.50
New Zealand,Red,14.5%,Blend,Yes,10.50
Spain,Rosé,15%,Blend,Yes,8.75
Spain,Rosé,11.5%,Blend,Yes,9.50
South Africa,White,10%,Sauvignon Blanc,Yes,16.50
New Zealand,Rosé,14.5%,Pinot Noir,Yes,15.50
Spain,Rosé,13%,Tempranillo,No,7.75
USA,White,14%,Chenin Blanc,No,10.00
Spain,Red,10%,Tempranillo,Yes,9.50
USA,Rosé,12.5%,Merlot,No,17.00
USA,White,14.5%,Blend,Yes,17.50
New Zealand,Rosé,10%,Pinot Noir,Yes,16.00
Italy,Rosé,10%,Cabernet Sauvignon,Yes,8.00
New Zealand,White,14.5%,Chenin Blanc,Yes,16.50
Australia,Rosé,10.5%,Merlot,No,20.00
USA,Red,15%,Pinot Noir,No,12.00
Spain,Rosé,10.5%,Blend,Yes,13.50
Chile,White,15%,Pinot Grigio,Yes,20.00
Australia,White,11.5%,Pinot Grigio,Yes,7.50
Chile,Rosé,10.5%,Cabernet Sauvignon,No,5.75
Chile,Rosé,13%,Tempranillo,Yes,9.00
South Africa,Rosé,13.5%,Merlot,No,19.00
France,Rosé,15%,Blend,Yes,9.00
France,White,14.5%,Sauvignon Blanc,Yes,7.25
Australia,Rosé,12.5%,Malbec,No,16.00
Australia,Rosé,11%,Pinot Noir,Yes,18.00
New Zealand,White,14%,Sauvignon Blanc,No,19.00
USA,Red,11%,Merlot,No,8.00
New Zealand,Red,10%,Merlot,Yes,14.00
Spain,White,15%,Pinot Grigio,No,16.50
South Africa,White,13%,Blend,Yes,15.50
France,Rosé,13%,Pinot Noir,No,6.00
Spain,Rosé,13%,Malbec,Yes,7.50
Chile,Rosé,12%,Blend,No,6.25
South Africa,Rosé,10.5%,Cabernet Sauvignon,No,10.50
South Africa,White,14%,Chenin Blanc,No,10.00
Australia,White,10%,Sauvignon Blanc,Yes,7.00
Australia,Red,11%,Merlot,No,8.75
New Zealand,White,14.5%,Sauvignon Blanc,No,14.00
New Zealand,Red,14%,Cabernet Sauvignon,Yes,8.50
Spain,Rosé,10%,Blend,Yes,7.25
South Africa,Rosé,12%,Malbec,No,17.00
USA,Red,11.5%,Cabernet Sauvignon,Yes,6.50
Chile,Red,12%,Merlot,Yes,5.50
New Zealand,Red,11.5%,Malbec,Yes,8.00
France,Red,13%,Pinot Noir,No,8.00
Spain,Red,11.5%,Malbec,Yes,5.75
USA,White,14.5%,Chardonnay,No,8.00
South Africa,Red,13.5%,Blend,Yes,6.00
New Zealand,Rosé,13%,Malbec,No,13.00
Australia,Rosé,11%,Blend,Yes,13.00
Chile,Rosé,10%,Blend,No,5.00
South Africa,Red,15%,Blend,No,6.00
Chile,Rosé,12.5%,Tempranillo,Yes,6.00
New Zealand,Rosé,14%,Blend,Yes,6.25
New Zealand,Red,14.5%,Merlot,Yes,20.00
South Africa,Red,10.5%,Pinot Noir,No,10.50
Australia,Rosé,13%,Blend,Yes,16.50
New Zealand,Red,13%,Merlot,Yes,18.00
Spain,White,15%,Pinot Grigio,Yes,7.00
Italy,Red,10.5%,Cabernet Sauvignon,Yes,13.00
Italy,Rosé,10%,Malbec,No,10.50
France,Red,11%,Pinot Noir,Yes,16.50
Spain,Rosé,12%,Malbec,Yes,15.00
Australia,Red,13.5%,Malbec,Yes,15.00
USA,Rosé,14%,Merlot,No,15.00
Spain,Red,10%,Blend,Yes,6.75
USA,White,11.5%,Chardonnay,Yes,6.50
South Africa,White,14.5%,Chenin Blanc,No,14.00
New Zealand,Rosé,15%,Tempranillo,No,8.75
USA,White,12%,Chardonnay,Yes,5.50
USA,Red,11.5%,Merlot,Yes,13.50
Australia,Red,13.5%,Malbec,No,20.00
Australia,White,10.5%,Blend,No,15.00
Italy,White,10.5%,Pinot Grigio,No,6.50
France,Red,13.5%,Cabernet Sauvignon,No,15.00
New Zealand,White,13%,Sauvignon Blanc,No,16.00
France,Rosé,14%,Tempranillo,No,16.50
New Zealand,Rosé,10.5%,Blend,No,18.00
New Zealand,Rosé,10%,Pinot Noir,Yes,8.75
New Zealand,Rosé,12.5%,Blend,No,20.00
USA,Rosé,12.5%,Pinot Noir,Yes,10.50
Italy,White,15%,Chenin Blanc,Yes,15.00
Australia,Rosé,14.5%,Cabernet Sauvignon,No,18.00
France,White,14%,Sauvignon Blanc,Yes,14.00
France,Red,14%,Blend,Yes,7.25
New Zealand,Rosé,10%,Cabernet Sauvignon,Yes,14.00
USA,Red,12.5%,Tempranillo,No,4.00
France,Rosé,14%,Blend,Yes,19.50
Australia,Red,14.5%,Tempranillo,No,7.25
Chile,White,12.5%,Sauvignon Blanc,No,6.50
Australia,Red,14%,Merlot,No,16.00
USA,Rosé,14%,Pinot Noir,No,7.50
Italy,Rosé,11.5%,Malbec,No,8.50
Spain,Rosé,11.5%,Malbec,No,16.50
USA,Red,13.5%,Cabernet Sauvignon,No,14.00
France,Red,14.5%,Blend,Yes,13.00
Italy,Rosé,12.5%,Blend,No,16.00
Australia,Rosé,11.5%,Merlot,Yes,15.50
Spain,White,14%,Pinot Grigio,Yes,6.50
New Zealand,Rosé,12%,Malbec,Yes,10.50
Italy,Red,10.5%,Tempranillo,Yes,16.50
South Africa,Red,14%,Pinot Noir,Yes,12.00
Chile,Rosé,13.5%,Merlot,No,8.00
South Africa,Red,11.5%,Pinot Noir,No,19.00
Australia,Rosé,13.5%,Malbec,Yes,9.50
Australia,Rosé,10%,Blend,Yes,7.75
Spain,Rosé,12%,Blend,No,17.00
New Zealand,White,14%,Pinot Grigio,Yes,6.25
USA,Rosé,14.5%,Merlot,Yes,13.50
Chile,Red,11%,Blend,No,11.00
Australia,White,13%,Chenin Blanc,Yes,16.50
New Zealand,Rosé,13%,Blend,No,15.50
Australia,Rosé,11.5%,Cabernet Sauvignon,No,15.00
Australia,Red,15%,Tempranillo,No,17.00
South Africa,White,12.5%,Pinot Grigio,No,4.50
Spain,Rosé,10.5%,Merlot,No,4.00
South Africa,White,13%,Pinot Grigio,No,5.00
New Zealand,Red,14%,Merlot,No,18.00
New Zealand,Red,10.5%,Cabernet Sauvignon,No,19.50
Australia,Red,13.5%,Merlot,No,9.00
Chile,Rosé,13.5%,Merlot,No,6.50
Spain,Rosé,10%,Cabernet Sauvignon,Yes,7.00
Chile,Red,10.5%,Cabernet Sauvignon,Yes,15.00
New Zealand,Rosé,11.5%,Merlot,Yes,10.00
France,Red,14%,Pinot Noir,No,17.00
South Africa,Rosé,10%,Cabernet Sauvignon,No,4.50
New Zealand,Red,12%,Malbec,No,8.75
France,White,15%,Chenin Blanc,No,10.50
New Zealand,White,12.5%,Sauvignon Blanc,Yes,8.50
USA,White,10.5%,Sauvignon Blanc,No,13.00
Spain,Red,10.5%,Blend,Yes,9.50
Chile,White,10.5%,Blend,Yes,4.00
Spain,White,14.5%,Chenin Blanc,No,19.50
Australia,Red,11%,Merlot,No,10.50
France,Red,11%,Blend,Yes,12.00
New Zealand,White,15%,Sauvignon Blanc,Yes,20.00
Spain,Rosé,13.5%,Merlot,Yes,11.00
Australia,Red,11%,Pinot Noir,No,19.50
France,Rosé,11%,Cabernet Sauvignon,Yes,15.00
Spain,Red,14.5%,Cabernet Sauvignon,No,13.50
Italy,Rosé,13.5%,Cabernet Sauvignon,Yes,12.00
South Africa,Rosé,14%,Tempranillo,No,10.00
New Zealand,White,11.5%,Pinot Grigio,No,6.50
New Zealand,Rosé,14.5%,Blend,No,16.00
New Zealand,Red,13.5%,Merlot,Yes,19.50
Australia,Red,10.5%,Merlot,No,7.25
South Africa,Red,12.5%,Merlot,Yes,17.00
Australia,Rosé,13%,Tempranillo,Yes,14.00
Spain,Rosé,14.5%,Cabernet Sauvignon,No,19.50
New Zealand,White,13%,Blend,No,16.50
New Zealand,Red,13.5%,Blend,No,10.00
Chile,Rosé,12.5%,Cabernet Sauvignon,Yes,7.75
Spain,Rosé,14.5%,Pinot Noir,No,10.50
Spain,Rosé,14%,Pinot Noir,Yes,4.50
Australia,Rosé,10%,Tempranillo,No,7.25
South Africa,White,12.5%,Blend,No,5.00
USA,Red,12.5%,Malbec,Yes,18.00
Spain,Rosé,12%,Malbec,Yes,5.50
New Zealand,Rosé,13%,Cabernet Sauvignon,Yes,20.00
Italy,White,14.5%,Pinot Grigio,No,17.00
New Zealand,White,11%,Chardonnay,Yes,7.25
USA,Rosé,10.5%,Tempranillo,No,10.50
New Zealand,White,13%,Chardonnay,No,10.00
New Zealand,Rosé,14%,Pinot Noir,Yes,10.50
Spain,White,10%,Chardonnay,Yes,10.00
Australia,Red,13.5%,Cabernet Sauvignon,Yes,19.50
New Zealand,White,10.5%,Blend,Yes,4.00
South Africa,Rosé,14.5%,Merlot,No,8.75
South Africa,Red,14.5%,Merlot,Yes,10.50
Spain,White,13%,Sauvignon Blanc,Yes,19.00
Chile,White,12%,Blend,No,7.00
Chile,Red,13.5%,Merlot,No,10.50
USA,White,15%,Blend,Yes,16.00
Italy,Rosé,12%,Malbec,Yes,19.00
Spain,Red,15%,Blend,No,18.00
France,Red,15%,Merlot,No,7.50
New Zealand,Red,11.5%,Pinot Noir,No,6.50
Australia,Rosé,11%,Merlot,Yes,6.25
Spain,Red,10.5%,Pinot Noir,No,8.75
Italy,Rosé,15%,Merlot,Yes,6.00
Chile,Red,15%,Tempranillo,No,6.25
South Africa,White,11%,Chenin Blanc,No,9.50
South Africa,Red,13.5%,Tempranillo,Yes,7.25
Chile,Red,10.5%,Pinot Noir,No,17.00
Italy,Rosé,15%,Pinot Noir,No,7.00
USA,White,14.5%,Blend,No,17.50
Chile,Rosé,14.5%,Blend,Yes,18.00
Spain,Rosé,11%,Malbec,No,6.00
Australia,Rosé,10.5%,Malbec,No,15.50
South Africa,Red,10.5%,Merlot,No,10.00
New Zealand,Rosé,11.5%,Pinot Noir,Yes,10.50
Australia,White,10.5%,Sauvignon Blanc,Yes,14.00
Chile,Rosé,13%,Cabernet Sauvignon,No,12.00
New Zealand,Red,13.5%,Cabernet Sauvignon,Yes,13.50
Italy,White,12.5%,Chenin Blanc,No,10.50
Italy,Red,10.5%,Blend,Yes,4.00
Chile,Rosé,10%,Malbec,Yes,5.75
South Africa,Red,14.5%,Blend,Yes,17.00
South Africa,Red,11%,Cabernet Sauvignon,Yes,4.50
Australia,Red,11%,Merlot,No,17.50
France,Red,15%,Tempranillo,Yes,19.00
South Africa,Red,13%,Malbec,Yes,8.00
New Zealand,Red,13%,Pinot Noir,No,8.00
France,White,14%,Pinot Grigio,No,13.50
Spain,White,10%,Chenin Blanc,No,8.75
New Zealand,White,12.5%,Chenin Blanc,Yes,19.00
New Zealand,Red,10%,Blend,Yes,6.00
Chile,Rosé,14%,Tempranillo,No,5.00
France,White,14.5%,Blend,Yes,13.00
Spain,Red,10.5%,Tempranillo,Yes,15.00
Chile,Red,12%,Pinot Noir,Yes,6.75
Italy,Red,11.5%,Blend,No,15.00
Italy,Rosé,14.5%,Merlot,No,6.50
Italy,Red,12%,Merlot,No,9.00
France,Rosé,10.5%,Cabernet Sauvignon,Yes,13.50
Spain,White,10%,Blend,No,19.00
USA,White,11.5%,Chenin Blanc,No,5.00
USA,Rosé,14.5%,Blend,Yes,16.00
Chile,Red,13%,Pinot Noir,Yes,5.50
Chile,Red,10.5%,Pinot Noir,No,14.00
Chile,Rosé,14%,Malbec,Yes,20.00
USA,Red,13.5%,Cabernet Sauvignon,No,17.00
Spain,Rosé,12%,Pinot Noir,Yes,20.00
New Zealand,White,13%,Pinot Grigio,No,13.50
Australia,Red,13.5%,Cabernet Sauvignon,No,9.00
Italy,White,14%,Blend,Yes,13.00
South Africa,Red,11%,Malbec,Yes,6.75
South Africa,Red,13%,Tempranillo,Yes,15.50
Australia,Red,15%,Pinot Noir,Yes,11.00
Chile,White,13.5%,Pinot Grigio,No,7.25
Chile,Rosé,15%,Tempranillo,No,10.50
Australia,Red,11.5%,Pinot Noir,Yes,17.00
France,Red,14.5%,Pinot Noir,Yes,12.00
Italy,White,12.5%,Sauvignon Blanc,Yes,14.00
South Africa,White,10%,Chardonnay,Yes,19.00
New Zealand,White,10.5%,Chardonnay,Yes,7.25
Italy,White,10.5%,Blend,Yes,13.50
New Zealand,Rosé,14%,Cabernet Sauvignon,No,7.25
Italy,White,13%,Chardonnay,No,13.50
Australia,Red,10.5%,Tempranillo,No,5.75
France,Red,13.5%,Merlot,Yes,5.50
Australia,Red,11%,Blend,Yes,8.75
Australia,Rosé,10%,Pinot Noir,Yes,8.50
France,Red,13.5%,Blend,Yes,11.00
Chile,White,14.5%,Chenin Blanc,No,17.50
USA,White,12%,Pinot Grigio,Yes,20.00
Chile,Red,14%,Blend,Yes,20.00
Chile,Rosé,15%,Malbec,No,8.75
France,Red,13%,Merlot,Yes,6.50
France,Red,14%,Tempranillo,No,16.50
New Zealand,Red,14%,Merlot,No,4.50
New Zealand,White,11.5%,Chenin Blanc,No,5.00
Australia,Red,13.5%,Cabernet Sauvignon,Yes,7.50
France,Rosé,15%,Pinot Noir,No,11.00
South Africa,Red,12.5%,Tempranillo,No,17.50
France,Rosé,15%,Blend,No,6.00
USA,Rosé,14.5%,Cabernet Sauvignon,No,11.00
Australia,Rosé,14.5%,Blend,No,17.50
Spain,White,14%,Blend,No,5.75
Chile,White,12.5%,Blend,No,16.50
South Africa,Rosé,13%,Blend,No,20.00
Italy,White,12.5%,Sauvignon Blanc,Yes,4.00
Spain,Rosé,10.5%,Pinot Noir,Yes,11.00
Chile,White,14.5%,Chenin Blanc,Yes,7.50
Australia,White,14.5%,Blend,Yes,17.50
Spain,Rosé,14.5%,Malbec,Yes,5.00
Australia,Red,12%,Blend,Yes,11.00
Australia,White,12.5%,Chenin Blanc,No,7.50
Australia,Red,10%,Cabernet Sauvignon,Yes,15.50
South Africa,Red,13.5%,Pinot Noir,Yes,13.00
USA,Rosé,11%,Merlot,Yes,12.00
South Africa,White,11%,Chenin Blanc,No,8.75
USA,Rosé,13.5%,Tempranillo,No,19.50
Spain,White,10%,Chenin Blanc,No,19.00
South Africa,White,13.5%,Blend,Yes,9.50
France,Rosé,11.5%,Pinot Noir,No,15.50
USA,Red,12%,Tempranillo,Yes,6.50
Chile,Rosé,10%,Pinot Noir,Yes,6.75
Chile,Red,12.5%,Malbec,Yes,5.00
New Zealand,Red,15%,Malbec,No,5.75
Chile,Red,11.5%,Pinot Noir,No,15.50
USA,White,13%,Pinot Grigio,Yes,7.00
USA,Red,12%,Blend,No,8.75
Italy,Rosé,11.5%,Cabernet Sauvignon,No,6.25
France,White,11.5%,Pinot Grigio,No,4.00
New Zealand,White,12.5%,Blend,Yes,15.00
Chile,Rosé,11.5%,Pinot Noir,No,4.50
South Africa,White,12.5%,Sauvignon Blanc,No,12.00
South Africa,Red,14%,Cabernet Sauvignon,No,8.50
USA,Rosé,13.5%,Cabernet Sauvignon,Yes,19.50
South Africa,Red,12%,Tempranillo,No,17.50
South Africa,Red,10.5%,Blend,No,7.50
Spain,Red,13.5%,Cabernet Sauvignon,No,7.50
France,Rosé,12.5%,Pinot Noir,Yes,11.00
Chile,Red,10.5%,Blend,No,8.50
USA,Red,15%,Malbec,Yes,8.00
South Africa,Red,14%,Blend,No,5.75
France,Red,13.5%,Merlot,Yes,17.00
Chile,Rosé,14%,Cabernet Sauvignon,No,8.75
South Africa,White,12.5%,Pinot Grigio,No,7.00
Australia,Rosé,15%,Pinot Noir,Yes,9.50
Italy,Rosé,11%,Blend,No,10.50
Chile,Red,15%,Cabernet Sauvignon,No,20.00
Italy,Red,12%,Blend,Yes,6.50
Italy,Red,13%,Tempranillo,Yes,13.00
Chile,Rosé,12%,Merlot,Yes,5.00
South Africa,Red,10.5%,Merlot,Yes,7.00
New Zealand,White,15%,Chenin Blanc,Yes,17.50
Spain,Rosé,10.5%,Blend,No,4.00
South Africa,White,10.5%,Chenin Blanc,Yes,9.00
Australia,Red,11.5%,Cabernet Sauvignon,Yes,6.25
Chile,White,11.5%,Chardonnay,Yes,16.00
Australia,Rosé,14%,Cabernet Sauvignon,Yes,6.50
USA,Rosé,14.5%,Blend,No,18.00
Italy,Red,11.5%,Merlot,Yes,15.00
Chile,Red,13%,Merlot,No,4.50
USA,White,10.5%,Blend,No,6.25
Italy,Red,10%,Merlot,No,7.25
Australia,Rosé,12.5%,Blend,Yes,7.00
Australia,White,12.5%,Blend,Yes,4.00
Italy,Red,13.5%,Tempranillo,Yes,10.50
Spain,White,11.5%,Pinot Grigio,No,6.25
Spain,Red,12.5%,Merlot,No,5.75
Chile,Red,14.5%,Pinot Noir,Yes,7.00
USA,Red,15%,Blend,No,7.25
Italy,White,11%,Pinot Grigio,No,8.00
South Africa,White,11.5%,Chenin Blanc,Yes,17.50
USA,White,10%,Blend,No,9.00
Italy,Rosé,12%,Cabernet Sauvignon,No,17.00
Chile,Red,13%,Tempranillo,No,16.00
Chile,Rosé,14%,Cabernet Sauvignon,Yes,20.00
Australia,Rosé,14%,Tempranillo,Yes,7.50
Italy,Red,15%,Blend,No,16.00
Spain,Rosé,12%,Tempranillo,No,9.00
Spain,Rosé,12%,Malbec,No,5.75
Chile,Red,14.5%,Blend,Yes,15.00
New Zealand,White,10.5%,Chardonnay,Yes,13.50
France,Rosé,12.5%,Malbec,Yes,5.75
New Zealand,Rosé,12.5%,Tempranillo,Yes,19.50
New Zealand,Red,12%,Cabernet Sauvignon,No,17.00
South Africa,White,13%,Blend,Yes,4.00
Australia,White,13%,Sauvignon Blanc,No,5.50
Italy,Red,10%,Malbec,No,7.00
Chile,Red,13.5%,Tempranillo,No,15.00
Australia,Red,14.5%,Cabernet Sauvignon,No,18.00
Australia,Rosé,13%,Blend,No,7.75
Australia,Red,11.5%,Tempranillo,Yes,18.00
USA,Rosé,15%,Blend,No,8.00
South Africa,Red,12%,Merlot,No,10.50
South Africa,Rosé,11%,Merlot,No,12.00
Italy,White,14.5%,Blend,No,7.25
Chile,Red,12.5%,Malbec,No,7.25
Australia,Rosé,10.5%,Blend,Yes,13.00
Australia,Rosé,10.5%,Tempranillo,Yes,7.50
Chile,Rosé,15%,Blend,No,9.50
Australia,Red,11.5%,Tempranillo,No,6.00
Italy,Rosé,10.5%,Blend,No,13.00
Australia,Red,10.5%,Malbec,No,9.00
Chile,Red,10.5%,Pinot Noir,No,9.00
South Africa,White,10.5%,Pinot Grigio,Yes,8.00
France,Rosé,12.5%,Cabernet Sauvignon,No,17.00
New Zealand,Rosé,12.5%,Pinot Noir,No,10.50
Italy,White,11%,Blend,No,7.50
Spain,Rosé,12%,Pinot Noir,Yes,6.25
Australia,Rosé,12%,Malbec,No,6.75
Australia,Rosé,13.5%,Tempranillo,Yes,8.75
USA,White,11.5%,Chenin Blanc,No,10.00
Chile,Red,12.5%,Cabernet Sauvignon,Yes,20.00
New Zealand,Red,15%,Merlot,No,15.00
Chile,Red,14.5%,Cabernet Sauvignon,No,6.75
USA,Red,10%,Pinot Noir,Yes,11.00
Spain,Rosé,12%,Merlot,Yes,16.00
Australia,Rosé,11%,Cabernet Sauvignon,No,13.50
Spain,White,11.5%,Blend,No,5.75
Italy,Red,11%,Merlot,Yes,19.00
USA,Red,14.5%,Blend,No,7.25
